locale,lep species,lep species
sendero oropendola,eois sp,16
sha 100,eois nympha,3
sha 100 plot 32,eois russearia,3
sha 150,tigridia sp,1
sha 700,protepicorsia sp,1
shade house,megalopyge albicollis,1
she 100,euptychia jesia,12
sho,anacrusis nephrodes,1
sho,automeris postalbida,1
sho,eois apyraria,18
sho,eois nympha,4
sho,esthemopsis clonia,1
sho,hylesia aeneides,1
sho,hylesia sp,16
sho,xanthopastis timais,14
sho,zaretis itys,2
sho 100,gonodonta nr sinaldus,1
sho 100,gonodonta sicheas,1
sho 1000,eois apyraria,9
sho 1000,eois nympha,24
sho 1150,eois apyraria,5
sho 1150,eois nympha,5
sho 1200,eois apyraria,3
sho 1200,eois nympha,7
sho 1300,eois nympha,18
sho 1300,eois russearia,1
sho 135,pantographa suffusalis,1
sho 150,anomis nr patagiata,1
sho 150,cyclomia disparilis,1
sho 150,emesis lucinda,21
sho 150,radara nr nealcesalis,1
sho 1550,eois apyraria,2
sho 1550,eois nympha,1
sho 1650,eois sp,3
sho 180,emesis lucinda,1
sho 180,loxophobia nr imitata,1
sho 196,emesis lucinda,1
sho 200,emesis lucinda,1
sho 200,eois nympha,1
sho 200,omiodes sp,1
sho 200,pantographa suffusalis,1
sho 250,automeris postalbida,1
sho 300,quadrus cerialis,1
sho 310,memphis laura,1
sho 350,adelpha cocala lorzae,1
sho 350,quadrus cerialis,3
sho 400,eois nympha,1
sho 400,quadrus cerialis,2
sho 450,cyclophora sp 2,1
sho 450,eois apyraria,3
sho 450,quadrus cerialis,1
sho 50,eois nucula,1
sho 50,vertica sp,1
sho 500,myscelus amystis,1
sho 500,quadrus cerialis,3
sho 501,hypercompe leata,1
sho 550,proteides mercurius,1
sho 550,quadrus cerialis,2
sho 600,opsiphanes tamarindi,1
sho 600,quadrus cerialis,2
sho 600,tarchon felderi,1
sho 600,tigridia acesta,1
sho 650,caligo memnon,1
sho 700,eois apyraria,8
sho 700,quadrus cerialis,1
sho 750,ebrietas evanidus,1
sho 750,quadrus cerialis,1
sho 800,eois nympha,3
sho 850,ebrietas sp,2
sho 850,tarchon felderi,1
sho 900,eois nympha,1
sho 950,eois nympha,7
sho suampo,eois apyraria,27
sho suampo,eois nympha,18
sho suampo,eois sp,4
sho suampo,eois zenobia,1
sj,acharia sp,1
sj,adelpha sp,3
sj,astraptes fulgerator azul,1
sj,eois apyraria,21
sj,eois nympha,18
sj,zaretis itys,3
sj,zunacetha annulata,3
sj 1050,eois apyraria,7
sj 1050,eois nympha,2
sj 1050,euptychia jesia,1
sj 1100,eois nympha,3
sj 1200,eois nympha,16
sj 1250,quadrus cerialis,1
sj 1300,euptychia jesia,2
sj 150,anacrusis auleodes,1
sj 150,desmia sp 3,1
sj 150,eois sp,1
sj 150,tarchon felderi,1
sj 1650,quadrus cerialis,1
sj 1900,eois nympha,2
sj 1950,quadrus cerialis,1
sj 2,lirimiris nr truncata,1
sj 200,eois sp,1
sj 200,macroneme iole,1
sj 2150,eois nympha,3
sj 2300,eois nympha,9
sj 2350,eois nympha,4
sj 300,heliconius sapho,1
sj 350,dubiella fiscella belpa,1
sj 360,astraptes fulgerator azul,1
sj 5,euptychia jesia,1
sj 50,eois sp,1
sj 50,megalopyge sp,1
sj 50,quadrus cerialis,1
sj 500,euptychia jesia,1
sj 500,quadrus cerialis,1
sj 500,tarchon felderi,1
sj 600,oxytenis sp,2
sj 650,quadrus cerialis,1
sj 650,tarchon felderi,1
sj 650,zaretis itys,1
sj 750,quadrus cerialis,1
sj 850,caligo atreus dionisos,1
sj 900,milanion sp,1
sla 250,astraptes sp,1
slv,archaeoprepona sp,1
slv,tarchon felderi,1
slv 0,quadrus cerialis,1
slv 100,aesiocopa necrofolia,1
slv 100,quadrus cerialis,2
slv 100,xylophanes pluto,1
slv 150,quadrus cerialis,1
slv 1600,eois apyraria,6
slv 200,xylophanes porcus,1
slv 250,chlosyne janais,5
slv 250,quadrus cerialis,1
slv 300,manduca sp,1
slv 350,chlosyne gaudealis,5
slv 350,chlosyne janais,1
slv 350,idaea sp,1
slv 400,dunama agulinea,6
slv 450,eois dryantis numida,1
slv 450,idaea sp,1
slv 450,memphis sp,1
slv 50,anticla antica,1
slv 50,chloreuptychia arnaea,1
slv 50,hygrochroma sp,1
slv 550,quadrus cerialis,2
slv 600,eois sp,1
sm 100,chlosyne janais,4
sm 100,quadrus cerialis,2
sm 250,eois sp,3
sm 250,euptychia jesia,1
so rbridge,quadrus cerialis,1
soc,hygrochroma sp,1
soc,pantographa sp,3
soc,papilio thoas neacles,1
soc,tarchon felderi,1
soc 1000,euclystis guerini,2
soc 1000,quadrus cerialis,2
soc 1000,saliana sp,1
soc 1050,epimecis patronaria,1
soc 1050,gonodonta uxoria,1
soc 1050,quadrus cerialis,1
soc 1150,desmia sp,1
soc 1200,chlosyne janais,1
soc 1300,automeris sp,16
soc 1350,achlyodes bursirus heros,3
soc 1400,olceclostera nr bifenestrada,1
soc 150,eois mexicaria,1
soc 150,eois nympha,7
soc 1550,eois apyraria,1
soc 200,dubiella fiscella belpa,1
soc 350,pantographa expansalis,1
soc 400,lycorea cleobaea atergatis,1
soc 450,astraptes fulgerator azul,1
soc 50,pyrrhogyra otolais otolais,1
soc 50,quadrus cerialis,1
soc 600,pantographa expansalis,5
soc 700,eois apyraria,1
soc 700,papilio sp,1
soc 800,quadrus cerialis,1
soc 850,automeris postalbida,1
soc 850,milanion sp,1
soc 850,myscelus amystis,3
soc 850,quadrus cerialis,1
soc 900,astraptes fulgerator azul,1
soc 950,anomis nr patagiata,1
soc 950,eois mexicaria,1
soc 950,zaretis itys,2
soc experimental plants,agaraea sp,13
soccer field,adelpha sp,1
soccer field,catonephele numilia esite,2
soccer field,catonephele orites,1
soccer field,cropia nr cedice,1
soccer field,cyclomia disparilis,2
soccer field,desmia sp,1
soccer field,dysschema leucophaea,1
soccer field,eois mexicaria,1
soccer field,eois obada,1
soccer field,eois sp,3
soccer field,eueides aliphera,1
soccer field,gonodonta nr sinaldus,1
soccer field,gonodonta sinaldus,1
soccer field,gonodonta sp,4
soccer field,norape sp,1
soccer field,nystalea virgula,1
soccer field,pyrausta sp,5
soccer field,quadrus cerialis,4
soccer field,quadrus sp,1
soccer field,tarchon felderi,1
soccer field,xylophanes chiron,2
soccer trail,euclea sp,1
sol800,tarchon felderi,1
soo 1200,euptychia jesia,1
soo 300,euptychia jesia,1
soo 500,euptychia jesia,2
soo 750,euptychia jesia,1
sor,astraptes sp,2
sor,cyclomia nr disparilis,2
sor,emesis lucinda,16
sor,hyalothyrus neleus,1
sor,lycorea cleobaea atergatis,1
sor,megalopyge albicollis,1
sor,nyceryx magna,2
sor,pantographa expansalis,2
sor,rothschildia triloba,1
sor,stenalcidia sp,1
sor 0,agaraea sp,8
sor 0,heliconius hecale zuleika,1
sor 0,heliconius sara fulgidus,1
sor 0,merotoma sp,1
sor 1,ebrietas sp,1
sor 100,anacrusis sp,1
sor 100,megalopyge albicollis,1
sor 100,quadrus cerialis,18
sor 100,telemiades nr antiope,1
sor 1000,nessaea aglaura aglaura,1
sor 1000,terenthina bradyae,3
sor 1200,quadrus cerialis,2
sor 150,megeuptychia antonoe,32
sor 150,zaretis itys,2
sor 200,agaraea sp,3
sor 200,cyclomia nr disparilis,1
sor 200,entheus matho,5
sor 200,olceclostera nr bifenestrada,1
sor 200,quadrus cerialis,2
sor 200,zera hyacinthinus,1
sor 250,dioptis longipennis,1
sor 250,diospage corilla,1
sor 250,papilio birchalli,1
sor 300,automeris sp,10
sor 300,quadrus cerialis,1
sor 340,myscelus amystis,1
sor 350,cyclomia disparilis,3
sor 350,cyclomia nr disparilis,3
sor 350,euptychia jesia,1
sor 400,catonephele orites,2
sor 400,chlosyne gaudealis,8
sor 400,entheus matho,4
sor 400,eois sp,1
sor 400,euptychia jesia,2
sor 400,quadrus cerialis,3
sor 400,tarchon felderi,1
sor 450,astraptes fulgerator azul,1
sor 450,cyclomia disparilis,1
sor 450,euptychia jesia,1
sor 450,quadrus cerialis,2
sor 450,sphecalodes vulneraria,1
sor 50,archaeprepona demophon gulina,1
sor 50,astraptes fulgerator azul,1
sor 50,astraptes sp,1
sor 50,automeris postalbida,1
sor 50,catonephele orites,3
sor 50,chloreuptychia arnaea,1
sor 50,chlosyne gaudealis,47
sor 50,chlosyne janais,15
sor 50,consul fabius cecrops,2
sor 50,cyclomia nr disparilis,3
sor 50,dubiella fiscella belpa,1
sor 50,ebrietas sp,1
sor 50,eueides isabella,1
sor 50,euptychia jesia,1
sor 50,manduca pellenia,1
sor 50,omiodes sp,15
sor 50,opsiphanes sp,1
sor 50,opsiphanes tamarindi,1
sor 50,papilio sp,1
sor 50,phoebis argante,2
sor 50,sarota sp,1
sor 50,spodoptera dolichos,1
sor 50,tarchon felderi,1
sor 50,zaretis itys,2
sor 500,agaraea sp,1
sor 500,chlosyne janais,2
sor 500,costus sp,1
sor 500,memphis sp,2
sor 500,quadrus cerialis,2
sor 550,chlosyne gaudealis,3
sor 550,chlosyne janais,18
sor 550,memphis sp,1
sor 550,phanus sp,1
sor 550,quadrus cerialis,3
sor 550,xanthopastis sp,33
sor 570,pantographa expansalis,1
sor 600,chlosyne janais,17
sor 600,eois sp,2
sor 600,euptychia jesia,3
sor 600,quadrus cerialis,9
sor 650,astraptes fulgerator azul,1
sor 650,chlosyne janais,12
sor 650,cyclosaemia subcoerulea,1
sor 650,elaeognatha argyritis,4
sor 650,eois sp,11
sor 650,eucereon aeolum,15
sor 650,euptychia jesia,9
sor 650,euptychia mollis,2
sor 650,quadrus cerialis,13
sor 650,rothschildia triloba,1
sor 650,turesis complanula,2
sor 70,eois apyraria,1
sor 700,agaraea sp,4
sor 700,cyclophora sp,2
sor 700,dubiella fiscella belpa,1
sor 700,elaeognatha argyritis,1
sor 700,eois apyraria,1
sor 700,eois cassandra,6
sor 700,eois nympha,1
sor 700,quadrus cerialis,9
sor 700,tueresis sp,1
sor 700,zunacetha annulata,2
sor 740,agaraea sp,2
sor 750,chlosyne janais,21
sor 750,elaeognatha argyritis,1
sor 750,eois cassandra,2
sor 750,euptychia jesia,1
sor 750,herpetogramma sp1,1
sor 750,memphis sp,1
sor 750,omiodes sp,1
sor 750,tarchon felderi,1
sor 770,tarchon felderi,1
sor 800,adelpha sp,1
sor 800,astraptes fulgerator azul,1
sor 800,quadrus cerialis,3
sor 825,herpetogramma sp1,9
sor 850,astraptes fulgerator azul,2
sor 850,battus polydamas polydamas,1
sor 850,chlosyne janais,12
sor 850,cosmosoma sp,1
sor 850,eois nympha,1
sor 850,eois sp,11
sor 850,olceclostera nr bifenestrada,1
sor 850,periphoba arcaei,1
sor 850,quadrus cerialis,1
sor 850,zaretis itys,3
sor 880,pachylia ficus,1
sor 900,gonodonta correcta,1
sor 900,quadrus cerialis,2
sor 950,euglyphis rundala,1
sor 950,myscelus amystis,1
sor bridge,quadrus cerialis,1
sor experimental plants,emesis lucinda,1
sos 350,quadrus cerialis,1
sr,battus belus varus,1
sr 200,amphimoea walkeri,1
sr 3050,eois russearia,1
sr c 1110,automeris sp,1
sro 550,quadrus cerialis,1
sro0-300,zaretis itys,2
srv,eois apyraria,6
srv,eois nympha,1
srv,eois russearia,3
srv,eois sp,2
ss 3-350,battus sp,3
ssa,eois apyraria,5
ssa,eois nympha,7
ssa,eois sp,2
ssa,eois sp 12,1
ssa,quadrus cerialis,1
ssa 100,eois sp 15,1
ssa 1000,amphimoea walkeri,1
ssa 1000,astraptes fulgerator azul,1
ssa 1000,desmia sp 3,1
ssa 1000,dioptis sp,1
ssa 1000,eois apyraria,14
ssa 1000,eois nympha,13
ssa 1000,quadrus cerialis,5
ssa 1200,eois nympha,12
ssa 1300,eois apyraria,1
ssa 1300,eois nucula,1
ssa 1450,caligo illioneus oberon,4
ssa 1500,quadrus cerialis,2
ssa 1550,eois apyraria,3
ssa 1550,eois zenobia,1
ssa 1555,eois apyraria,1
ssa 1600,gonodonta sp,1
ssa 1600,quadrus cerialis,1
ssa 1650,eois apyraria,1
ssa 170,heliconius hecale zuleika,1
ssa 1865,eois apyraria,2
ssa 1865,eois zenobia,1
ssa 1900,eois zenobia,4
ssa 1970,eois apyraria,1
ssa 200,dubiella fiscella belpa,1
ssa 200,euptychia jesia,5
ssa 200,heliconius sara fulgidus,6
ssa 200,iscadia sp,1
ssa 200,quadrus cerialis,1
ssa 200,sarota sp,1
ssa 2000,oxytenis sp,1
ssa 2250,asturodes fimbriauralis,1
ssa 2450,quadrus cerialis,1
ssa 2500,amphimoea walkeri,1
ssa 300,hyaleucerea sp 1,1
ssa 300,quadrus cerialis,1
ssa 350,agaraea sp,1
ssa 350,dubiella fiscella belpa,1
ssa 350,quadrus cerialis,1
ssa 400,euptychia jesia,1
ssa 450,quadrus cerialis,1
ssa 450,urbanus sp,1
ssa 500,eois sp 15,5
ssa 500,quadrus cerialis,2
ssa 800,astraptes fulgerator azul,1
ssa 900,adelpha cocala lorzae,1
ssa 900,eois nympha,1
ssa 900,quadrus cerialis,1
ssa_ls 1300,eois apyraria,1
sse 100,tarchon felderi,1
sse 1000,quadrus cerialis,3
sse 110,oraesia nr aenofusa,1
sse 1200,eois nympha,1
sse 150,gamelia septentrionalis,25
sse 150,quadrus cerialis,1
sse 1750,quadrus cerialis,1
sse 200,emesis lucinda,1
sse 400,automeris sp,1
sse 400,chlosyne janais,23
sse 400,tarchon felderi,1
sse 450,cyclomia nr disparilis,1
sse 450,emesis lucinda,1
sse 50,achlyodes bursirus heros,3
sse 50,megeuptychia antonoe,30
sse 50,saliana sp 1,1
sse 700,quadrus cerialis,1
sse 950,antirrhea philoctetes,1
sse1100,eois apyraria,2
sse2000,automeris sp,1
sse800,quadrus cerialis,1
ssn,eois apyraria,1
sso,eois russearia,3
sso,quadrus cerialis,1
sso,zaretis itys,2
sso 1000,scotura leucophleps,2
sso 1500,rothschildia triloba,2
sso 500,enyo ocypete,1
sso 500,tarchon felderi,1
sso 700,entheus matho,13
sso 725,quadrus cerialis,1
sso1600,quadrus cerialis,1
st 400,consul fabius cecrops,1
str,adelpha boeotia boeotia,1
str,aellops ceculus,1
str,agaraea sp,1
str,anacrusis sp,3
str,astraptes alardus,1
str,astraptes fulgerator azul,4
str,automeris postalbida,2
str,brenthia sp,13
str,caligo memnon,3
str,caligo sp,1
str,callopistria floridensis,1
str,chlosyne janais,12
str,cocytius duponchel,1
str,consul fabius cecrops,1
str,consul panariste jansoni,1
str,cyclomia nr disparilis,1
str,desmia sp 3,1
str,dismorphia amphiona praxinoe,1
str,dysodia sp,1
str,entheus sp,1
str,eois apyraria,33
str,eois cassandra,2
str,eois dibapha,3
str,eois mexicaria,32
str,eois numida,1
str,eois nympha,13
str,eois obada,41
str,eois russearia,2
str,eois sp,2
str,epimecis patronaria,1
str,eumorpha phorbas,1
str,eumorpha vitis,1
str,euptychia jesia,179
str,gonodonta nr fuvangula,1
str,gonodonta sp,2
str,hypercompe sp,1
str,isanthrene championi,1
str,isophrictus sp,3
str,loxophobia nr imitata,1
str,marpesia merops,1
str,melese sixola,1
str,memphis sp,1
str,merotoma sp,1
str,milanion sp,13
str,neoxeniades molien,1
str,pachylia ficus,1
str,pantographa expansalis,4
str,pantographa sp,2
str,pantographa suffusalis,2
str,papilio thoas neacles,2
str,pericopis sp,10
str,phaeoblemma dares,6
str,quadrus cerialis,16
str,sarota gyas,1
str,spodoptera sp,1
str,tarchon felderi,8
str,zaretis itys,12
str 0,achlyodes bursirus heros,2
str 0,cyclomia disparilis,2
str 0,zaretis itys,3
str 0-300,dubiella fiscella belpa,1
str 0-300,quadrus cerialis,1
str 0-300,zaretis itys,1
str 1,astraptes fulgerator azul,1
str 10,manduca sp,1
str 100,achlyodes bursirus heros,4
str 100,astraptes fulgerator azul,2
str 100,asturodes fimbriauralis,1
str 100,callopistria floridensis,1
str 100,cyclosaemia subcoerulea,1
str 100,eucereon nr cipromonis,1
str 100,euptychia jesia,4
str 100,hylesia sp,1
str 100,manduca florestan,1
str 100,palpita sp,1
str 100,quadrus cerialis,2
str 100,quadrus contubernalis,1
str 100,rothschildia triloba,1
str 100,thyridia psidii melantho,1
str 100,zaretis itys,7
str 1000,adeloneivaia sp,1
str 1000,adelpha sp,1
str 1000,anacrusis nephrodes,1
str 1000,anomis nr patagiata,1
str 1000,apatelodes erotina,3
str 1000,astraptes alardus,1
str 1000,astraptes fulgerator azul,1
str 1000,automeris postalbida,1
str 1000,caligo memnon,2
str 1000,caligo sp,7
str 1000,catonephele orites,1
str 1000,chlosyne gaudealis,13
str 1000,cissia terrestris,1
str 1000,consul fabius cecrops,2
str 1000,cosmosoma sp,1
str 1000,emesis lucinda,1
str 1000,eois dryantis numida,1
str 1000,eois obada,9
str 1000,eois russearia,1
str 1000,eois sp,4
str 1000,eucereon aeolum,3
str 1000,eucereon nr pseudarchias,1
str 1000,eumorpha labruscae,1
str 1000,euptychia jesia,13
str 1000,gonodonta nr fuvangula,1
str 1000,gonodonta sp,2
str 1000,hyalurga sora,9
str 1000,manduca pellenia,1
str 1000,pantographa suffusalis,1
str 1000,papilio cresphontes,1
str 1000,papilio thoas neacles,2
str 1000,phaeoblemma dares,7
str 1000,philaethria dido,1
str 1000,pleuroptya silicalis,2
str 1000,quadrus cerialis,4
str 1000,spodoptera eridania,1
str 1000,tarchon felderi,4
str 1000,xylophanes anubus,1
str 1000,xylophanes pluto,3
str 1000,xylophanes sp,1
str 1000,xylophanes tersa,1
str 1000,zaretis itys,2
str 1020,cosmosoma sp,1
str 1050,agaraea sp,94
str 1050,anomis nr patagiata,1
str 1050,antichloris viridis,1
str 1050,archaeprepona demophon gulina,1
str 1050,consul fabius cecrops,1
str 1050,eois russearia,15
str 1050,eois sp,7
str 1050,euclea mesoamericana,1
str 1050,hylesia nr rubifrons,1
str 1050,lepasta marcella,1
str 1050,phobetron hipparchia,1
str 1050,sarota sp,1
str 1050,temenis laothoe agatha,1
str 1050,zaretis itys,2
str 110,euptychia jesia,1
str 1100,agyrogramma verruca,3
str 1100,apatelodes erotina,1
str 1100,astraptes fulgerator azul,1
str 1100,atteva sp,3
str 1100,cosmosoma sp,1
str 1100,dysodia sp,1
str 1100,isanthrene championi,1
str 1100,olceclostera nr bifenestrada,1
str 1100,pachydota sp,1
str 1100,pantographa suffusalis,6
str 1100,pyrrhogyra sp,2
str 1100,quadrus cerialis,1
str 1100,xylophanes anubus,4
str 1100,xylophanes chiron,2
str 1100,xylophanes porcus,1
str 11050,tarchon felderi,1
str 1150,astraptes alardus,1
str 1150,consul fabius cecrops,1
str 1150,eois nr citriaria,3
str 1150,eois russearia,1
str 1150,eois sp 10,1
str 1150,gonodonta sp,1
str 1150,pyrrhogyra otolais otolais,1
str 1150,quadrus cerialis,5
str 1150,xylophanes pluto,1
str 1150,zaretis itys,1
str 1200,anomis nr patagiata,1
str 1200,astraptes alardus,4
str 1200,astraptes fulgerator azul,2
str 1200,brenthia sp,2
str 1200,consul fabius cecrops,1
str 1200,disphragis albolineata,2
str 1200,dysodia sp,1
str 1200,eois apyraria,116
str 1200,eois nr citriaria,4
str 1200,eois russearia,2
str 1200,eois sp,31
str 1200,euptychia jesia,13
str 1200,gonodonta fuvangula,1
str 1200,gonodonta nr fuvangula,1
str 1200,idaea sp,2
str 1200,quadrus cerialis,6
str 1200,tarchon felderi,1
str 1200,tigridia acesta,1
str 1200,zaretis itys,2
str 1200-1500,astraptes fulgerator azul,2
str 1200-1500,dismorphia amphiona praxinoe,2
str 1200-1500,euptychia jesia,21
str 1200-1500,melese sp,1
str 1200-1500,quadrus cerialis,1
str 1200-1500,telemiades nr antiope,2
str 1201,idaea sp,1
str 1201,quadrus cerialis,1
str 1202,idaea sp,1
str 125,memphis cleomestra,1
str 125,quadrus cerialis,2
str 1250,arawakus sp,3
str 1250,astraptes alardus,1
str 1250,eois apyraria,1
str 1250,eois obada,2
str 1250,eois russearia,5
str 1250,eois sp,4
str 1250,euptychia sp,1
str 1250,idaea sp,4
str 1250,quadrus cerialis,2
str 1300,acharia nesea,1
str 1300,entheus sp 1,1
str 1300,euptychia jesia,4
str 1300,heliconius hecale zuleika,1
str 1300,idaea sp,1
str 1300,ithomia diasa hippocrenis,2
str 1300,quadrus cerialis,2
str 1300,xylophanes porcus,1
str 1350,astraptes alardus,2
str 1350,consul fabius cecrops,1
str 1350,eois apyraria,9
str 1350,eois nr thetisaria,1
str 1350,eois numida,1
str 1350,eois sp,2
str 1350,euptychia jesia,1
str 1350,quadrus cerialis,11
str 1350,radara nr nealcesalis,1
str 1350,rhescyntis hippodamia,1
str 1375,consul fabius cecrops,3
str 1400,astraptes alardus,2
str 1400,eois apyraria,8
str 1400,eois numida,1
str 1400,eois nympha,1
str 1400,eois obada,14
str 1400,eois russearia,2
str 1400,eois sp,2
str 1400,euptychia jesia,2
str 1400,omiodes sp,1
str 1400,quadrus cerialis,3
str 1400,quadrus sp,1
str 1400,tarchon felderi,4
str 1450,agaraea sp,1
str 1450,anacrusis sp,1
str 1450,cyclomia nr disparilis,1
str 1450,eois obada,9
str 1450,euptychia jesia,1
str 1450,isanthrene championi,1
str 1450,quadrus cerialis,5
str 1450,xylophanes anubus,4
str 1450,zaretis itys,1
str 150,acharia nesea,1
str 150,achlyodes bursirus heros,1
str 150,astraptes alardus,1
str 150,eois apyraria,3
str 150,euclystis guerini,1
str 150,gamelia septentrionalis,1
str 150,megalopyge albicollis,1
str 150,quadrus cerialis,5
str 150,tithorea tarricina pinthias,1
str 150,zaretis itys,2
str 1500,anomis nr patagiata,2
str 1500,astraptes alardus,2
str 1500,automeris postalbida,1
str 1500,brenthia sp,1
str 1500,catephiodes trinidadensis,1
str 1500,chlosyne gaudealis,10
str 1500,cocytius duponchel,2
str 1500,consul fabius cecrops,1
str 1500,disphragis albolineata,10
str 1500,eois apyraria,5
str 1500,eois obada,4
str 1500,euptychia jesia,2
str 1500,ithomia heraldica,1
str 1500,quadrus cerialis,2
str 1500,tarchon felderi,1
str 1500,tigridia acesta,2
str 1500,turesis complanula,1
str 1500,zaretis itys,1
str 1550,quadrus cerialis,2
str 1550 plot 22,eois sp,1
str 1550-2450,astraptes fulgerator azul,2
str 1550-2450,euptychia jesia,8
str 1550-2450,telemiades nr antiope,2
str 1570,eois apyraria,1
str 160,quadrus cerialis,1
str 1600,astraptes fulgerator azul,1
str 1600,automeris postalbida,1
str 1600,brenthia sp,7
str 1600,eois nr citriaria,2
str 1600,quadrus cerialis,1
str 1600,salianas sp,1
str 1650,astraptes alardus,2
str 1650,consul fabius cecrops,1
str 1650,eois apyraria,2
str 1650,idaea sp,4
str 1650,myscelus amystis,6
str 1650,omiodes sp,1
str 1650,pantographa suffusalis,1
str 1650,phoebis sp,1
str 1650,phoebis trite,2
str 1650,quadrus cerialis,2
str 1650,tarchon felderi,1
str 1650,thyridia psidii melantho,1
str 1650,zaretis itys,1
str 170,consul fabius cecrops,1
str 170,phaeoblemma dares,1
str 1700,cocytius duponchel,1
str 1700,dismorphia amphiona praxinoe,1
str 1700,eois apyraria,6
str 1700,hypoleria cassotis,5
str 1700,pantographa expansalis,2
str 1700,thracides phidon,1
str 1700,xylophanes sp,1
str 175,euclea sp,1
str 1750,acharia nesea,1
str 1750,eois nympha,5
str 1750,euptychia jesia,3
str 1750,temenis sp,2
str 1750,zaretis itys,1
str 1751,acharia nesea,1
str 1752,acharia nesea,1
str 1753,acharia nesea,1
str 1754,acharia nesea,1
str 1800,astraptes alardus,2
str 1800,disphragis albolineata,1
str 1800,ithomia heraldica,1
str 1800,oraesia nr aenofusa,1
str 1800,zaretis itys,1
str 1850,catonephele orites,1
str 1850,chloropaschia sp,9
str 1850,eois apyraria,3
str 1850,eois russearia,1
str 1850,eois sp,1
str 1850,isanthrene championi,3
str 1850,milanion sp,1
str 1850,talides sp,1
str 1850,zaretis itys,5
str 1900,automeris postalbida,10
str 1900,pericopis sp,4
str 1900,tarchon felderi,1
str 1900,zaretis itys,3
str 1950,eois dorisaria druce,1
str 1950,eois sp,11
str 1950,idaea sp,1
str 1950,pericopis sp,4
str 1950,quadrus cerialis,2
str 1950,zaretis itys,1
str 200,achlyodes bursirus heros,1
str 200,amastus helops,1
str 200,anacrusis sp,2
str 200,astraptes fulgerator azul,1
str 200,chlosyne gaudealis,49
str 200,consul fabius,1
str 200,consul fabius cecrops,1
str 200,desmia sp,1
str 200,dubiella fiscella belpa,1
str 200,dysodia sp,2
str 200,dysschema leucophaea,1
str 200,eois nympha,1
str 200,eois sp,1
str 200,euptychia jesia,11
str 200,hylesia sp,1
str 200,marpesia merops,1
str 200,pantographa suffusalis,1
str 200,pyrrhogyra otolais otolais,4
str 200,pyrrhogyra sp,1
str 200,quadrus cerialis,4
str 200,quentalia sp,1
str 200,quentalia sp 1,16
str 200,tithraustes lambertae,1
str 2000,adelpha cytherea marcia,1
str 2000,automeris postalbida,12
str 2000,consul fabius cecrops,2
str 2000,eois dryantis numida,1
str 2000,eois nympha,1
str 2000,eois sp,6
str 2000,euptychia jesia,3
str 2000,halysidota pectenalla,11
str 2000,quadrus cerialis,3
str 2000,tigridia acesta,1
str 2000,zaretis itys,3
str 2030,pleuroptya silicalis,1
str 2050,chlosyne gaudealis,3
str 2050,eois apyraria,38
str 2050,eois obada,2
str 2050,eois sp,1
str 2050,eois zenobia,2
str 2050,euptychia jesia,2
str 2050,isophrictus sp,5
str 2050,thyridia psidii melantho,1
str 206,brenthia sp,4
str 210,catonephele orites,2
str 210,quadrus cerialis,3
str 2100,brenthia sp,1
str 2100,eois apyraria,7
str 2100,epimecis patronaria,1
str 2100,ithomia diasa hippocrenis,1
str 2100,spodoptera dolichos,1
str 2100,xylophanes porcus,1
str 2150,eois apyraria,2
str 2150,pericopis sp,1
str 2150,tarchon felderi,1
str 2200,astraptes alardus,2
str 2200,eois apyraria,10
str 2200,idaea sp,1
str 2200,milanion sp,8
str 2200,xylophanes chiron,1
str 2200,xylophanes sp,1
str 2200,zaretis itys,2
str 2250,apatelodes erotina,1
str 2250,battus belus varus,1
str 2250,battus polydamas polydamas,1
str 2250,battus sp,3
str 2250,eois apyraria,10
str 2250,eois nympha,8
str 2250,eois sp,1
str 2250,euclea sp,1
str 2250,euptychia jesia,10
str 2250,gonodonta sp,2
str 2250,halysidota grandis,1
str 2250,pantographa suffusalis,2
str 2250,papilio birchalli godmani,1
str 2250,tarchon felderi,1
str 2300,astraptes alardus,2
str 2300,astraptes fulgerator azul,1
str 2300,eois apyraria,3
str 2300,euptychia jesia,8
str 2300,omiodes sp,3
str 2300,pachydota sp,1
str 2300,phaeoblemma dares,1
str 2300,pleuroptya silicalis,1
str 2300,quadrus cerialis,2
str 2350,eois apyraria,10
str 2350,eois nympha,5
str 2380,pantographa expansalis,1
str 240,anacrusis sp,1
str 2400,automeris postalbida,2
str 2400,cocytius beelzebuth,1
str 2400,copaxa curvilinear,1
str 2400,dysodia sp,1
str 2400,ischnopteris bryifera commixta,1
str 2400,ithomia diasa hippocrenis,1
str 2400,merotoma sp,1
str 2400,phaeoblemma dares,1
str 2400,spilosoma sp,1
str 2400,tarchon felderi,1
str 2400,theritas lisus,6
str 2400,zaretis itys,1
str 2450,consul fabius cecrops,2
str 2450,gonodonta bidens,1
str 2450,quadrus cerialis,2
str 25,lirimiris truncata,1
str 250,acharia sarans,1
str 250,achlyodes bursirus heros,1
str 250,consul fabius,1
str 250,cosmosoma sp,1
str 250,cyclomia disparilis,1
str 250,desmia sp 3,1
str 250,euptychia jesia,3
str 250,gamelia septentrionalis,1
str 250,gonodonta sp,1
str 250,heliconius doris,2
str 250,herpetogramma sp,1
str 250,idaea sp,1
str 250,marpesia berania,1
str 250,memphis sp,1
str 250,milanion sp,2
str 250,quadrus cerialis,3
str 250,tarchon felderi,1
